SUB_HAP,SUB_SAT,SUB_SLP,DIC_PAR,DIC_FRI,DIC_OTH,ULT_PRO_PAR,ULT_PRO_FRI,ULT_PRO_OTH,ULT_REC_PAR,ULT_REC_FRI,ULT_REC_OTH,TRU_PAR,TRU_FRI,TRU_OTH,SPN_UNM,SPN_THK,SPN_FEA,SPN_LIV,SPN_IMP,KAN_SEC,KAN_THI,KAN_SUP,KAN_PRD,KAN_KYK,DED_SHI,DED_TEN,DED_JIG,DED_KIS,DED_PUN,SEX_IMP,SEX_MAS,SEX_SEX,SEX_OBJ,SEX_NIN,SEX_NNA,SEX_IMP_num,SEX_MAS_nen,SEX_SEX_nen,SEX_NIN_cen,F_SEX,F_GEN_2,F_GEN,F_FGR,F_INK,F_INS,F_INK_cen,F_INS_cen,F_TAN,ARE,PRE,MAR,CHI,ID
8,8,2,10,5,5,10,5,5,1,1,1,5,5,0,3,4,3,3,4,4,2,4,2,3,3,1,3,3,3,,,,Isei,,4,,,,,female,30_af,30dai,Dai_Sotsu,y200-400,y200-400,3,3,PC(Windows),Chugoku,33,NotMarried,NoChild,382
8,8,7,10,5,0,5,3,0,5,2,0,3,2,1,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,4,0,6,Isei,N4-5nin,0,4,0,52,4.5,female,30_af,30dai,Dai_Sotsu,y0,y600-800,0,7,Tab(iOS_iPad),Chubu,23,Married,Child,383
8,5,5,5,5,5,5,5,5,5,5,5,5,5,0,2,3,3,3,3,3,2,3,3,3,2,2,2,3,2,4,,,Isei,N16-20nin,2,4,,,18,male,40_bf,40dai,Kou_Sotsu,Unknown,Unknown,,,SMA(Windows),Kanto,14,NotMarried,NoChild,384
8,4,10,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,2,2,3,2,2,3,2,2,3,3,4,,,,,4,4,,,,male,30_bf,30dai,Dai_Sotsu,Unknown,Unknown,,,PC(Windows),Kanto,13,Married,NoChild,385
8,6,8,10,0,0,5,5,5,2,4,5,10,6,5,3,3,3,3,3,3,3,2,2,3,2,2,2,3,3,6,,6,Isei,N5-7nin,1,6,,52,6,female,30_bf,30dai,Mas_Shu,y0,y600-800,0,7,PC(Windows),Chubu,23,Married,Child,386
7,6,7,5,2,0,5,5,5,0,0,1,10,10,10,2,3,3,3,4,3,3,2,3,3,2,2,2,3,3,5,7,6,Isei,N5-7nin,0,5,130,52,6,male,30_bf,30dai,Doc_Shu,y600-800,y600-800,7,7,PC(Windows),Kinki,27,Married,Child,387
8,9,9,5,5,2,5,5,3,5,5,3,8,5,5,2,4,3,3,4,3,1,2,1,3,4,4,4,3,3,2,6,4,Isei,N1nin,0,2,52,12,1,male,30_af,30dai,Dai_Sotsu,y400-600,y600-800,5,7,Tab(android),Shikoku,36,Married,Child,388
7,7,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,3,4,4,Isei,N2-3nin,0,3,12,12,2.5,female,40_bf,40dai,Sen_Sotsu,y1-200,y600-800,1,7,PC(Windows),Kanto,8,Married,Child,389
7,5,3,5,1,0,5,5,1,5,5,5,5,5,5,2,2,3,3,4,2,2,2,2,3,2,2,2,3,3,2,4,5,Isei,N8-10nin,0,2,12,26,9,female,30_bf,30dai,Kou_Sotsu,y0,y400-600,0,5,SMA(android),Kanto,9,Married,Child,390
7,5,10,5,3,0,5,4,5,1,0,0,5,3,1,4,3,3,4,4,3,3,2,3,3,3,3,3,4,3,2,,,Isei,,3,2,,,,male,30_af,30dai,Dai_Sotsu,y200-400,y600-800,3,7,PC(Windows),Hokkaido,1,Married,NoChild,391
8,8,9,10,5,0,5,5,5,0,0,0,10,10,10,3,3,2,3,3,3,2,3,2,3,2,3,2,3,3,5,,,Isei,,3,5,,,,male,50_bf,50dai,Dai_Sotsu,y1200-1500,y1200-1500,13.5,13.5,Tab(iOS_iPad),Kanto,11,Married,Child,392
7,6,4,10,10,0,5,5,5,5,5,5,10,10,5,1,1,3,3,4,2,1,1,1,3,1,1,1,3,3,5,7,4,Isei,N11-15nin,0,5,130,12,13,male,40_bf,40dai,Sen_Sotsu,y400-600,y600-800,5,7,PC(Mac),Kinki,27,Married,Child,393
2,2,5,10,5,0,10,5,0,10,5,0,10,5,1,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,4,5,6,Isei,N11-15nin,0,4,26,52,13,male,30_af,30dai,Dai_Sotsu,y400-600,y600-800,5,7,SMA(android),Chubu,16,Married,Child,394
10,8,3,3,0,0,5,5,5,3,3,3,5,5,5,2,3,4,3,4,2,2,2,3,3,2,2,2,4,2,3,,,,,4,3,,,,female,40_bf,40dai,Sen_Sotsu,y0,y600-800,0,7,PC(Windows),Kanto,14,Married,Child,395
10,9,8,5,5,2,5,5,5,5,5,5,5,5,5,3,4,3,4,4,2,1,3,3,3,3,2,2,2,2,2,,,,,4,2,,,,female,30_af,30dai,Dai_Sotsu,Unknown,Unknown,,,SMA(iOS_iPhone),Kanto,13,Married,NoChild,396
6,6,5,7,5,2,6,5,0,5,4,0,7,5,3,3,2,2,3,3,2,2,2,2,3,2,2,2,4,3,5,6,3,Isei,N8-10nin,0,5,52,4,9,male,30_af,30dai,Kou_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kanto,10,NotMarried,NoChild,397
6,6,4,5,5,1,5,5,5,2,5,5,10,10,10,2,3,3,3,3,3,2,2,2,3,3,3,2,3,3,4,7,3,Isei,N8-10nin,0,4,130,4,9,male,10_bf,10dai,Sen_Sotsu,y400-600,y600-800,5,7,PC(Windows),Kanto,13,Married,Child,398
1,1,5,0,0,0,5,5,5,2,1,1,1,1,1,2,2,3,2,3,2,2,2,2,2,2,2,2,3,2,,,,,,5,,,,,male,30_af,30dai,Sen_Sotsu,y200-400,y400-600,3,5,SMA(iOS_iPhone),Chubu,22,NotMarried,NoChild,399
7,7,4,3,0,0,3,4,0,3,5,8,5,3,2,2,3,4,3,3,1,1,2,1,3,2,2,2,3,3,4,5,3,Isei,N2-3nin,0,4,26,4,2.5,female,30_bf,30dai,Dai_Sotsu,y0,y400-600,0,5,SMA(iOS_iPhone),Kyushu,40,Married,Child,400
6,4,6,0,5,0,10,5,0,10,5,0,10,10,2,3,3,3,3,4,3,2,3,3,3,2,2,2,3,3,5,7,1,Isei,N4-5nin,0,5,130,1,4.5,male,40_bf,40dai,Kou_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kanto,13,NotMarried,NoChild,401
4,3,4,5,0,0,4,0,0,5,0,0,5,0,0,3,4,3,4,4,2,2,3,3,3,2,2,3,3,4,,,,Isei,,4,,,,,female,40_af,40dai,Kou_Sotsu,y1-200,y200-400,1,3,SMA(android),Kinki,27,Married,Child,402
8,8,7,5,3,0,5,3,1,5,3,1,5,3,2,2,2,2,2,3,2,1,1,1,2,1,1,1,3,3,3,0,2,Isei,N8-10nin,0,3,0,2,9,female,40_bf,40dai,Dai_Sotsu,y1-200,y400-600,1,5,PC(Windows),Chubu,24,Married,Child,403
9,8,10,10,5,0,10,5,0,10,5,5,10,10,10,1,1,4,4,4,1,1,2,1,4,2,2,2,2,1,1,,,Isei,N1nin,2,1,,,1,female,20_af,20dai,Dai_Sotsu,y200-400,y800-1000,3,9,SMA(iOS_iPhone),Kanto,14,Married,NoChild,404
3,3,3,10,3,3,10,3,3,10,3,3,10,3,3,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,4,0,,,,3,4,0,,,male,40_af,40dai,Kou_Sotsu,Unknown,Unknown,,,SMA(android),Chubu,23,Married,Child,405
8,8,8,0,5,0,5,5,5,5,5,5,5,5,5,2,2,2,2,3,2,2,2,2,3,3,3,3,3,3,1,0,0,,N0nin,1,1,0,0,0,female,10_af,10dai,Chu_Sotsu,y0,Unknown,0,,SMA(android),Kanto,13,NotMarried,NoChild,406
6,3,5,5,5,5,5,5,5,3,3,5,5,5,3,2,3,3,2,4,2,2,3,2,3,3,3,3,4,4,,,,Isei,,4,,,,,female,30_bf,30dai,Sen_Chu,y200-400,Unknown,3,,Tab(iOS_iPad),Kanto,13,NotMarried,NoChild,407
7,7,9,0,0,0,5,5,5,0,5,5,10,5,2,2,3,3,3,3,2,2,2,2,3,3,2,2,3,2,,,,Isei,,4,,,,,female,40_bf,40dai,Kou_Sotsu,y0,Unknown,0,,SMA(android),Kanto,12,Married,Child,408
9,9,5,5,2,0,5,5,0,5,5,0,5,3,0,3,3,3,3,3,3,2,3,3,4,3,3,3,3,3,1,1,1,Isei,N1nin,0,1,1,1,1,female,40_af,40dai,Dai_Sotsu,y1-200,y800-1000,1,9,PC(Windows),Kinki,25,Married,Child,409
5,2,3,10,10,4,5,5,5,0,0,5,6,5,0,3,2,3,3,3,2,2,1,3,3,2,2,2,3,3,,,,,,5,,,,,female,20_af,20dai,Dai_Sotsu,y1-200,Unknown,1,,SMA(iOS_iPhone),Tohoku,4,NotMarried,NoChild,410
6,6,7,6,3,0,6,4,3,1,2,3,5,4,1,2,2,4,3,4,1,1,1,1,3,3,3,3,4,3,1,0,0,Isei,N0nin,0,1,0,0,0,female,20_bf,20dai,Dai_Sotsu,y200-400,Unknown,3,,SMA(iOS_iPhone),Kanto,14,NotMarried,NoChild,411
6,6,8,5,5,0,5,5,0,5,5,5,5,5,3,1,4,3,3,4,2,2,2,3,3,4,3,3,4,4,5,7,5,Isei,N11-15nin,0,5,130,26,13,male,30_af,30dai,Kou_Sotsu,y200-400,y400-600,3,5,PC(Windows),Kyushu,41,Married,Child,412
2,5,5,5,5,0,5,5,5,3,3,3,5,5,5,2,4,3,4,4,4,3,2,3,4,1,1,1,4,1,3,,,Isei,,3,3,,,,male,40_bf,40dai,Sen_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kinki,29,NotMarried,NoChild,413
9,8,7,10,0,0,5,0,0,5,5,5,5,0,0,2,4,4,4,4,2,2,3,3,4,3,3,3,4,4,2,,4,Isei,,2,2,,12,,female,40_bf,40dai,Dai_Sotsu,y1-200,y600-800,1,7,Tab(iOS_iPad),Kanto,13,Married,Child,414
9,9,10,5,0,0,5,5,5,1,1,1,5,5,5,2,3,3,3,4,2,2,3,2,3,3,3,3,3,3,5,,,Isei,,3,5,,,,female,40_bf,40dai,Kou_Sotsu,y200-400,y600-800,3,7,SMA(android),Hokkaido,1,Married,Child,415
5,6,10,5,0,0,5,5,0,5,5,0,5,5,0,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,,,,,,5,,,,,female,30_af,30dai,Dai_Sotsu,y0,y0,0,0,PC(Mac),Kanto,14,Married,Child,416
7,7,4,9,6,1,9,5,5,0,0,0,10,6,0,3,3,3,3,4,2,3,2,3,4,3,3,3,4,4,4,0,1,Isei,N5-7nin,0,4,0,1,6,female,30_bf,30dai,Dai_Sotsu,y1-200,Unknown,1,,SMA(iOS_iPhone),Chubu,22,Married,NoChild,417
7,6,3,5,5,1,5,5,5,2,2,4,5,5,2,2,3,3,3,4,1,1,1,1,3,3,2,2,3,3,3,5,1,Isei,N4-5nin,0,3,26,1,4.5,female,30_af,30dai,Kou_Sotsu,y0,y200-400,0,3,Tab(android),Kanto,12,Married,Child,418
3,3,5,5,5,0,5,5,5,4,4,3,10,10,5,2,2,4,4,4,2,3,2,3,4,1,1,1,3,3,3,7,1,Isei,N1nin,0,3,130,1,1,male,30_af,30dai,Sen_Chu,y1-200,Unknown,1,,SMA(iOS_iPhone),Kyushu,43,NotMarried,NoChild,419
6,5,7,10,10,0,5,5,5,5,5,5,10,10,5,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,6,,,Isei,N4-5nin,2,6,,,4.5,female,30_bf,30dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(android),Kinki,27,NotMarried,NoChild,420
4,3,6,6,3,0,6,2,0,6,2,0,7,3,2,2,2,2,2,3,3,2,2,3,2,3,2,2,3,3,,,,Isei,N16-20nin,3,,,,18,female,30_bf,30dai,Kou_Sotsu,y1-200,y400-600,1,5,PC(Windows),Chugoku,31,NotMarried,NoChild,421
9,9,3,10,3,0,9,5,3,1,1,0,10,10,5,1,2,3,1,3,1,1,1,1,3,2,2,2,2,3,3,3,5,Isei,N8-10nin,0,3,4,26,9,female,20_af,20dai,Dai_Sotsu,y400-600,y2000-,5,20,SMA(android),Chubu,23,Married,Child,422
8,7,8,5,6,8,5,5,4,3,5,5,3,5,6,2,2,3,2,4,2,2,2,2,3,3,4,3,3,2,2,6,6,Isei,N1nin,0,2,52,52,1,female,30_bf,30dai,Kou_Sotsu,y200-400,y400-600,3,5,Tab(iOS_iPad),Chubu,21,Married,Child,423
1,0,3,2,4,0,3,3,0,1,2,0,1,3,0,1,2,1,3,4,4,3,1,3,4,1,1,1,3,1,1,1,2,Dosei,N1nin,0,1,1,2,1,male,30_af,30dai,Kou_Chu,Unknown,Unknown,,,Other,Kinki,30,NotMarried,NoChild,424
4,4,7,5,1,0,8,5,4,0,0,2,10,10,5,2,3,3,3,3,1,1,1,3,3,3,3,3,3,3,5,5,1,Isei,N4-5nin,0,5,26,1,4.5,female,40_bf,40dai,Doc_Chu,y1-200,y200-400,1,3,SMA(iOS_iPhone),Kanto,14,Married,Child,425
6,2,3,0,0,0,5,5,5,5,4,3,10,10,5,4,4,3,4,4,2,1,4,4,3,4,4,4,4,4,4,,,Ryoho,N31-50nin,2,4,,,35.5,female,40_af,40dai,Sen_Sotsu,y1-200,y1-200,1,1,SMA(android),Kanto,14,NotMarried,NoChild,426
6,5,4,5,3,0,5,5,4,4,4,3,5,5,3,2,2,3,3,4,2,2,1,1,3,2,2,2,3,2,4,,3,Isei,N8-10nin,1,4,,4,9,male,30_af,30dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kinki,27,Married,Child,427
1,1,1,1,1,0,4,5,4,5,4,5,5,5,5,4,2,3,3,4,3,2,3,1,3,3,3,3,2,3,5,3,5,Isei,N11-15nin,0,5,4,26,13,male,40_bf,40dai,Kou_Chu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Chubu,23,NotMarried,Child,428
8,3,5,10,0,0,10,0,0,10,0,0,10,0,0,1,3,3,3,3,2,2,1,1,2,1,1,1,1,1,7,9,6,Isei,N31-50nin,0,7,730,52,35.5,male,40_af,40dai,Dai_Sotsu,y600-800,y600-800,7,7,PC(Windows),Kanto,9,Married,Child,429
8,7,9,5,3,1,9,7,5,9,7,5,8,7,5,2,3,3,3,4,2,2,2,3,3,2,2,2,2,2,,,,Isei,,4,,,,,female,60_bf,60dai,Dai_Sotsu,y1-200,y200-400,1,3,PC(Windows),Kanto,10,Married,Child,430
7,6,5,5,3,0,5,5,5,5,5,5,0,0,0,3,3,3,3,4,3,2,1,3,3,2,2,2,3,2,4,,,Isei,,3,4,,,,male,40_bf,40dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(android),Kinki,30,Married,Child,431
5,4,6,5,3,1,5,5,5,0,0,0,5,5,5,3,4,3,3,4,2,2,4,3,3,4,4,4,4,4,2,,1,Isei,,2,2,,1,,female,30_bf,30dai,Sen_Chu,y0,y200-400,0,3,PC(Windows),Kanto,8,Married,Child,432
5,1,3,5,3,0,5,3,0,3,1,0,5,5,4,3,3,3,3,3,2,2,3,3,3,3,3,3,4,2,4,,1,Isei,N2-3nin,1,4,,1,2.5,female,40_bf,40dai,Kou_Sotsu,y1-200,y1-200,1,1,SMA(iOS_iPhone),Kanto,8,NotMarried,NoChild,433
6,6,7,0,5,0,5,5,5,2,2,5,10,10,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,4,6,6,Isei,N31-50nin,0,4,52,52,35.5,male,40_bf,40dai,Dai_Sotsu,y600-800,y800-1000,7,9,SMA(android),Chubu,20,Married,Child,434
7,6,2,5,10,0,5,5,0,10,5,0,10,5,0,3,3,2,2,3,3,3,2,2,3,3,3,2,3,1,3,7,1,,N2-3nin,1,3,130,1,2.5,male,30_bf,30dai,Kou_Sotsu,y200-400,y200-400,3,3,Tab(iOS_iPad),Kanto,12,NotMarried,NoChild,435
5,3,6,4,1,0,5,4,3,5,4,6,10,7,0,2,3,3,4,4,2,1,1,1,3,2,2,2,4,2,5,4,5,Isei,N21-30nin,0,5,12,26,25.5,female,30_af,30dai,Sen_Chu,y200-400,y400-600,3,5,SMA(iOS_iPhone),Kanto,11,Married,Child,436
7,7,6,0,0,0,5,5,5,5,5,5,1,1,1,2,3,3,3,4,1,1,1,3,3,1,1,1,2,3,4,,,Ryoho,N4-5nin,2,4,,,4.5,female,40_af,40dai,Sen_Sotsu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Kanto,13,NotMarried,Child,437
5,5,10,5,5,1,5,5,1,5,5,1,6,5,0,2,3,1,3,4,2,2,3,4,1,2,2,2,3,2,,,,,,5,,,,,male,20_af,20dai,Dai_Chu,y0,y400-600,0,5,SMA(android),Hokkaido,1,NotMarried,NoChild,438
7,7,4,10,5,0,10,5,0,5,5,5,5,5,5,1,4,4,4,4,3,3,2,2,4,2,2,2,3,3,4,7,2,Isei,N8-10nin,0,4,130,2,9,male,40_bf,40dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kinki,28,Married,Child,439
10,10,9,10,0,0,5,5,5,5,5,5,10,5,5,2,3,3,3,4,1,1,1,1,3,3,3,2,3,3,3,0,6,Isei,N4-5nin,0,3,0,52,4.5,female,30_af,30dai,Dai_Sotsu,y0,y600-800,0,7,SMA(android),Kanto,11,Married,Child,440
4,4,5,5,3,0,5,5,5,5,5,2,5,3,1,2,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,1,3,Isei,N2-3nin,0,2,1,4,2.5,female,20_af,20dai,Mas_Shu,y600-800,y800-1000,7,9,PC(Windows),Kinki,27,NotMarried,NoChild,441
6,5,4,5,0,0,5,3,2,5,3,5,5,5,1,2,3,3,3,3,2,3,2,2,3,2,2,2,3,2,4,,,Isei,N21-30nin,2,4,,,25.5,male,30_af,30dai,Dai_Sotsu,y400-600,Unknown,5,,SMA(iOS_iPhone),Chugoku,35,Married,Child,442
6,7,4,10,5,0,10,5,5,0,5,5,10,10,0,2,1,3,3,4,3,1,2,3,3,2,2,2,3,2,4,7,2,Isei,N31-50nin,0,4,130,2,35.5,male,50_bf,50dai,Mas_Shu,y800-1000,y800-1000,9,9,PC(Windows),Kanto,14,NotMarried,Child,443
8,8,9,5,0,0,5,5,5,0,3,3,10,3,3,1,3,3,2,4,1,1,2,3,4,2,2,1,2,2,4,6,2,Isei,N4-5nin,0,4,52,2,4.5,female,20_af,20dai,Dai_Sotsu,y400-600,y800-1000,5,9,SMA(android),Chubu,22,Married,Child,444
5,4,8,0,5,0,5,5,5,5,5,3,1,1,1,2,3,4,3,4,1,3,3,3,4,3,2,2,4,4,3,,,Isei,,3,3,,,,female,30_af,30dai,Kou_Sotsu,y1-200,y400-600,1,5,SMA(iOS_iPhone),Hokkaido,1,Married,Child,445
8,7,10,5,5,3,5,5,5,0,1,5,8,8,2,3,3,3,3,4,3,1,2,1,3,2,2,3,3,4,4,7,1,Isei,N2-3nin,0,4,130,1,2.5,male,40_bf,40dai,Dai_Sotsu,y200-400,y400-600,3,5,SMA(iOS_iPhone),Chugoku,34,Married,Child,446
7,7,5,2,2,0,5,5,5,1,4,5,10,3,0,2,4,4,4,4,2,2,2,2,3,2,2,2,3,3,6,4,5,Isei,N11-15nin,0,6,12,26,13,male,30_bf,30dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Kinki,27,Married,NoChild,447
4,4,9,5,4,2,5,5,5,2,1,0,10,10,2,3,3,2,3,3,1,1,1,2,3,4,2,2,3,4,,,,,,5,,,,,female,40_bf,40dai,Sen_Sotsu,Unknown,Unknown,,,SMA(android),Chubu,22,Married,NoChild,448
3,2,4,10,3,0,8,5,5,4,6,5,10,8,5,2,2,3,3,3,2,2,2,2,3,4,4,3,4,3,3,,,,,4,3,,,,female,30_af,30dai,Sen_Sotsu,y1-200,y1-200,1,1,PC(Windows),Tohoku,4,NotMarried,NoChild,449
6,5,7,10,10,0,10,10,0,1,1,1,10,10,0,3,3,4,4,4,2,2,3,4,2,1,1,1,1,1,5,7,1,Isei,N8-10nin,0,5,130,1,9,female,30_bf,30dai,Sen_Sotsu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Kyushu,43,NotMarried,Child,450
6,6,8,5,3,0,5,4,3,1,1,1,8,8,3,3,4,4,3,4,2,2,2,2,3,2,2,2,3,2,5,5,5,Isei,N2-3nin,0,5,26,26,2.5,male,30_af,30dai,Mas_Shu,y400-600,y400-600,5,5,SMA(android),Kinki,26,Married,NoChild,451
10,9,10,10,5,0,10,5,0,5,5,0,10,10,0,1,4,4,4,4,1,1,2,2,3,3,3,3,4,4,,,,Isei,,4,,,,,female,30_af,30dai,Kou_Sotsu,y1-200,y400-600,1,5,SMA(android),Kinki,25,Married,Child,452
7,7,10,5,5,0,5,5,3,5,5,3,10,10,0,1,2,3,2,4,1,1,1,2,3,3,3,3,3,3,,,,Isei,,4,,,,,female,30_bf,30dai,Sen_Sotsu,y400-600,y400-600,5,5,PC(Mac),Kanto,12,NotMarried,NoChild,453
9,7,4,10,10,2,5,5,5,5,5,5,10,10,10,3,4,3,4,4,1,1,1,3,4,2,2,2,3,2,6,0,1,Isei,,1,6,0,1,,female,30_bf,30dai,Kou_Sotsu,y0,y0,0,0,SMA(iOS_iPhone),Kyushu,42,NotMarried,NoChild,454
9,9,9,5,2,0,5,5,5,0,0,0,3,3,3,2,3,3,3,4,2,2,2,3,3,2,2,2,3,3,2,,,,,4,2,,,,female,40_af,40dai,Sen_Sotsu,y1-200,y1000-1200,1,11,PC(Windows),Kyushu,40,Married,Child,455
8,7,9,5,2,0,5,5,5,3,5,5,10,7,5,3,4,4,4,4,3,1,3,3,4,4,3,3,4,4,7,7,7,Isei,,1,7,130,130,,female,40_bf,40dai,Dai_Chu,y200-400,y200-400,3,3,SMA(android),Kyushu,42,NotMarried,Child,456
8,5,3,10,2,0,10,5,5,5,5,5,10,5,1,2,2,3,3,3,2,2,2,2,2,2,3,3,3,3,,,,,,5,,,,,female,30_af,30dai,Dai_Sotsu,y0,Unknown,0,,PC(Windows),Kanto,14,Married,Child,457
10,7,5,10,5,0,10,5,0,5,3,10,10,5,0,1,4,4,4,3,1,1,1,3,4,4,4,4,4,4,1,0,4,Isei,N2-3nin,0,1,0,12,2.5,female,30_bf,30dai,Kou_Sotsu,y1-200,y600-800,1,7,SMA(android),Tohoku,7,Married,Child,458
7,7,9,10,5,0,5,5,0,5,5,0,0,0,0,2,3,3,3,3,3,3,1,1,4,1,1,1,3,3,,,,,,5,,,,,female,30_bf,30dai,Dai_Sotsu,Unknown,Unknown,,,SMA(android),Kanto,13,NotMarried,NoChild,459
7,9,7,10,3,0,5,5,5,1,1,5,0,0,0,2,3,3,3,4,2,2,2,2,1,1,2,2,3,3,1,0,,Isei,,2,1,0,,,female,30_af,30dai,Dai_Sotsu,y0,y400-600,0,5,SMA(android),Hokkaido,1,Married,Child,460
6,5,4,2,3,1,5,5,5,4,4,4,5,10,3,3,2,2,2,3,3,1,2,3,4,3,3,2,2,2,7,4,7,Isei,N11-15nin,0,7,12,130,13,female,20_af,20dai,Dai_Sotsu,y0,y200-400,0,3,SMA(android),Kyushu,40,Married,Child,461
7,8,7,0,0,0,3,5,5,5,5,3,5,7,5,2,3,3,4,4,2,1,2,2,3,3,2,2,3,3,5,8,6,Isei,N1nin,0,5,365,52,1,male,20_af,20dai,Doc_Shu,y400-600,y1000-1200,5,11,PC(Mac),Kinki,28,Married,NoChild,462
4,3,4,10,5,0,10,5,3,0,5,3,10,10,5,3,2,3,3,3,3,3,2,2,3,3,2,2,3,3,4,6,2,Isei,N31-50nin,0,4,52,2,35.5,male,50_bf,50dai,Sen_Sotsu,y600-800,y800-1000,7,9,PC(Windows),Kanto,14,Married,Child,463
7,7,10,5,2,0,5,5,5,5,5,5,5,5,5,2,3,4,3,3,2,2,2,2,3,3,3,3,4,4,,,,,,5,,,,,female,30_af,30dai,Dai_Sotsu,y0,y400-600,0,5,SMA(android),Kyushu,40,Married,Child,464
10,8,5,7,4,2,5,4,4,2,1,1,7,3,3,2,4,3,4,4,1,1,1,1,3,4,4,4,4,4,2,3,6,Isei,N1nin,0,2,4,52,1,female,20_bf,20dai,Chu_Sotsu,y0,y200-400,0,3,SMA(iOS_iPhone),Tohoku,4,Married,Child,465
1,3,3,0,2,2,2,2,2,5,2,2,0,5,3,2,3,3,3,4,2,3,2,2,3,2,2,2,3,2,3,2,6,Isei,N2-3nin,0,3,2,52,2.5,male,50_bf,50dai,Mas_Shu,y1-200,y200-400,1,3,PC(Windows),Shikoku,38,Married,Child,466
7,6,9,5,3,0,5,4,3,3,3,5,10,10,5,3,3,4,4,3,3,2,2,1,4,2,2,2,3,4,4,,,,,4,4,,,,female,30_af,30dai,Sen_Sotsu,y0,Unknown,0,,SMA(android),Kanto,14,Married,Child,467
7,6,7,0,3,0,0,3,0,5,3,0,0,5,3,3,3,3,3,4,2,2,2,3,3,2,3,3,3,3,3,,,Isei,,3,3,,,,female,40_bf,40dai,Dai_Sotsu,y1-200,y400-600,1,5,SMA(android),Chubu,23,Married,NoChild,468
4,3,10,5,1,0,5,5,5,0,0,0,3,3,0,2,2,4,4,4,3,2,1,1,2,3,3,3,3,4,5,,2,Isei,N2-3nin,1,5,,2,2.5,female,30_bf,30dai,Kou_Sotsu,y0,Unknown,0,,SMA(android),Chugoku,34,Married,Child,469
7,8,7,8,6,4,8,6,3,7,5,4,8,6,2,3,2,2,2,3,2,2,2,3,1,2,2,2,3,2,3,,4,Isei,N5-7nin,1,3,,12,6,female,40_bf,40dai,Dai_Sotsu,y1-200,y400-600,1,5,SMA(iOS_iPhone),Chubu,24,Married,Child,470
8,6,6,5,3,2,5,5,5,4,3,3,3,10,10,1,3,3,3,4,2,3,2,2,3,4,3,3,3,3,,,,,,5,,,,,female,30_af,30dai,Kou_Sotsu,y0,Unknown,0,,SMA(android),Kyushu,45,Married,Child,471
3,0,3,0,0,0,1,1,1,1,1,1,3,1,7,1,1,1,1,4,4,4,3,4,3,1,1,1,1,4,5,9,6,Isei,N8-10nin,0,5,730,52,9,male,30_af,30dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(android),Kinki,26,Married,NoChild,472
4,3,2,10,5,0,10,5,0,0,5,5,5,5,2,2,3,3,4,3,3,3,2,2,3,3,3,3,3,3,4,,,Isei,N1nin,2,4,,,1,female,20_af,20dai,Sen_Chu,y1-200,y400-600,1,5,SMA(android),Chubu,24,Married,Child,473
5,7,5,8,3,0,5,5,5,5,3,1,8,5,1,3,4,3,4,4,3,3,3,2,3,4,4,4,4,3,1,6,4,Isei,N2-3nin,0,1,52,12,2.5,female,40_af,40dai,Kou_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kanto,11,Married,NoChild,474
5,3,8,5,3,1,3,5,3,3,5,5,10,5,3,3,3,3,3,3,2,2,3,3,3,2,2,2,3,3,3,,,,N5-7nin,3,3,,,6,female,50_bf,50dai,Sen_Chu,y200-400,y200-400,3,3,PC(Windows),Kyushu,43,NotMarried,Child,475
9,9,9,5,2,1,4,3,1,4,3,2,3,2,1,4,4,3,3,4,3,3,2,2,3,2,2,1,3,4,5,8,2,Isei,N4-5nin,0,5,365,2,4.5,male,40_bf,40dai,Sen_Sotsu,y200-400,y400-600,3,5,PC(Windows),Kanto,13,Married,Child,476
4,4,7,10,8,3,10,5,5,0,0,0,10,5,3,3,2,4,2,3,3,2,1,2,3,1,1,1,3,1,3,,,Isei,N5-7nin,2,3,,,6,male,40_af,40dai,Dai_Sotsu,y200-400,y200-400,3,3,SMA(android),Kanto,13,NotMarried,NoChild,477
