SUB_HAP,SUB_SAT,SUB_SLP,DIC_PAR,DIC_FRI,DIC_OTH,ULT_PRO_PAR,ULT_PRO_FRI,ULT_PRO_OTH,ULT_REC_PAR,ULT_REC_FRI,ULT_REC_OTH,TRU_PAR,TRU_FRI,TRU_OTH,SPN_UNM,SPN_THK,SPN_FEA,SPN_LIV,SPN_IMP,KAN_SEC,KAN_THI,KAN_SUP,KAN_PRD,KAN_KYK,DED_SHI,DED_TEN,DED_JIG,DED_KIS,DED_PUN,SEX_IMP,SEX_MAS,SEX_SEX,SEX_OBJ,SEX_NIN,SEX_NNA,SEX_IMP_num,SEX_MAS_nen,SEX_SEX_nen,SEX_NIN_cen,F_SEX,F_GEN_2,F_GEN,F_FGR,F_INK,F_INS,F_INK_cen,F_INS_cen,F_TAN,ARE,PRE,MAR,CHI,ID
6,6,10,3,2,0,5,5,5,3,5,2,5,5,2,2,2,2,2,2,1,1,2,2,2,1,1,1,3,3,4,8,1,Ryoho,N1nin,0,4,365,1,1,female,30_af,30dai,Kou_Sotsu,y1-200,y400-600,1,5,SMA(android),Hokkaido,1,Married,Child,912
9,9,7,10,1,0,10,6,3,6,3,2,10,5,4,2,2,3,2,3,1,3,1,1,3,1,1,1,1,2,5,4,4,Isei,N8-10nin,0,5,12,12,9,male,40_bf,40dai,Dai_Sotsu,y1000-1200,y1000-1200,11,11,PC(Windows),Kanto,13,Married,Child,913
5,5,7,5,3,0,5,3,0,3,1,0,5,3,0,1,1,3,3,4,3,1,1,2,3,3,3,3,4,4,2,0,4,Isei,,1,2,0,12,,female,20_bf,20dai,Sen_Sotsu,y200-400,y200-400,3,3,SMA(iOS_iPhone),Kinki,30,NotMarried,NoChild,914
5,3,4,5,4,2,5,5,5,5,5,5,5,5,5,2,3,3,3,4,3,3,2,2,3,2,2,2,3,3,6,8,5,Isei,N11-15nin,0,6,365,26,13,male,30_bf,30dai,Kou_Chu,y400-600,y600-800,5,7,SMA(iOS_iPhone),Kanto,14,NotMarried,NoChild,915
4,2,3,5,5,3,5,5,5,5,5,5,5,5,3,3,2,3,2,4,4,3,2,2,3,3,3,3,4,4,5,,4,Isei,N4-5nin,1,5,,12,4.5,female,20_bf,20dai,Kou_Sotsu,y1-200,y800-1000,1,9,SMA(iOS_iPhone),Kanto,14,NotMarried,NoChild,916
4,5,6,10,5,0,5,5,5,5,5,5,10,10,5,2,3,3,3,3,2,2,2,3,3,2,3,3,3,3,5,6,,Isei,,2,5,52,,,female,30_af,30dai,Kou_Chu,y1-200,y200-400,1,3,PC(Mac),Chugoku,34,NotMarried,NoChild,917
5,3,7,5,3,0,5,5,3,3,3,2,5,5,3,2,2,3,3,3,2,1,2,2,3,3,3,2,3,3,4,,,Isei,,3,4,,,,female,40_bf,40dai,Kou_Chu,y1-200,Unknown,1,,SMA(android),Kanto,11,Married,Child,918
8,9,10,5,3,0,5,5,5,1,1,1,0,0,0,1,3,3,3,3,1,3,1,1,3,1,1,1,3,1,,,,Isei,,4,,,,,male,40_bf,40dai,Mas_Shu,y400-600,y800-1000,5,9,PC(Windows),Tohoku,2,Married,Child,919
10,10,10,5,3,1,5,5,5,5,5,5,3,3,1,3,3,3,3,3,1,1,3,2,3,3,3,3,3,3,,,,,,5,,,,,female,30_bf,30dai,Sen_Sotsu,y0,Unknown,0,,SMA(Windows),Kanto,13,Married,NoChild,920
7,7,3,10,5,5,10,5,5,10,5,5,10,5,5,1,1,1,1,1,1,2,1,2,1,3,3,2,1,1,4,2,0,Isei,N8-10nin,0,4,2,0,9,female,40_af,40dai,Sen_Chu,y0,y1000-1200,0,11,PC(Windows),Chugoku,33,Married,Child,921
5,6,4,10,5,0,5,5,5,5,5,5,10,10,10,1,2,2,2,2,2,3,2,2,3,1,1,1,3,2,4,5,6,Isei,N8-10nin,0,4,26,52,9,male,40_bf,40dai,Doc_Shu,y1000-1200,y1000-1200,11,11,SMA(iOS_iPhone),Chugoku,33,Married,Child,922
7,8,9,0,5,0,0,5,1,0,5,5,10,5,5,1,3,3,3,4,3,1,3,1,2,1,1,3,1,1,6,7,2,Ryoho,N2-3nin,0,6,130,2,2.5,male,20_bf,20dai,Dai_Sotsu,y400-600,y1200-1500,5,13.5,SMA(iOS_iPhone),Hokkaido,1,NotMarried,NoChild,923
8,9,9,2,2,2,1,1,1,4,4,4,3,3,3,3,3,3,3,3,3,2,3,2,3,2,2,2,3,3,5,7,1,Isei,N8-10nin,0,5,130,1,9,male,40_af,40dai,Kou_Sotsu,y400-600,y600-800,5,7,Tab(iOS_iPad),Kyushu,40,Married,Child,924
8,8,8,10,5,2,10,5,0,10,5,0,10,5,2,2,4,1,2,4,2,2,2,2,4,3,2,2,3,2,,,,,,5,,,,,female,40_bf,40dai,Dai_Sotsu,Unknown,Unknown,,,PC(Mac),Kanto,13,Married,Child,925
5,5,3,10,10,0,8,7,3,8,3,0,8,4,9,3,3,3,4,4,2,2,3,3,3,4,2,2,3,4,3,0,7,Isei,N2-3nin,0,3,0,130,2.5,male,40_bf,40dai,Dai_Sotsu,y400-600,y400-600,5,5,PC(Windows),Kyushu,40,NotMarried,NoChild,926
2,3,10,10,0,0,10,5,3,5,5,5,10,5,5,3,3,3,3,4,1,3,1,3,3,2,2,2,3,3,5,8,7,Isei,N31-50nin,0,5,365,130,35.5,female,30_bf,30dai,Kou_Chu,y400-600,y400-600,5,5,SMA(iOS_iPhone),Kanto,14,NotMarried,NoChild,927
6,6,3,3,9,6,2,7,6,2,6,6,2,1,7,1,1,1,3,1,1,1,3,1,3,2,2,1,1,1,4,3,3,Ryoho,N2-3nin,0,4,4,4,2.5,male,40_bf,40dai,Dai_Sotsu,y600-800,y800-1000,7,9,PC(Windows),Kanto,14,Married,NoChild,928
7,7,8,5,3,0,5,3,1,3,1,1,10,5,3,1,1,2,1,3,1,3,1,3,2,1,1,1,1,1,4,,,Isei,,3,4,,,,male,40_af,40dai,Dai_Sotsu,y400-600,y2000-,5,20,PC(Windows),Chubu,23,Married,NoChild,929
7,7,5,5,3,0,5,3,0,5,3,0,5,3,0,4,4,4,4,4,3,3,4,2,3,3,2,2,4,4,3,4,6,Isei,N2-3nin,0,3,12,52,2.5,female,40_bf,40dai,Kou_Sotsu,y1-200,y600-800,1,7,SMA(android),Kanto,9,Married,Child,930
2,6,10,5,2,0,5,4,1,3,3,6,5,5,5,3,2,2,2,3,2,2,2,2,3,3,3,3,3,3,2,1,4,Isei,N5-7nin,0,2,1,12,6,female,30_af,30dai,Sen_Sotsu,y0,y800-1000,0,9,SMA(iOS_iPhone),Kinki,27,Married,Child,931
7,7,9,10,5,0,10,6,0,2,2,1,5,6,2,2,2,1,2,3,2,2,2,2,3,2,3,2,4,3,3,5,,Isei,N4-5nin,1,3,26,,4.5,male,20_bf,20dai,Dai_Sotsu,y200-400,Unknown,3,,Tab(android),Chugoku,34,NotMarried,NoChild,932
9,9,6,0,0,0,5,5,5,5,5,5,5,5,0,1,1,3,3,4,3,3,2,2,2,2,2,2,3,2,5,6,3,Isei,N31-50nin,0,5,52,4,35.5,male,40_bf,40dai,Sen_Sotsu,y600-800,y600-800,7,7,SMA(android),Chubu,23,NotMarried,Child,933
6,5,5,6,2,0,1,4,8,2,4,7,1,1,0,3,3,1,1,1,4,1,3,4,2,1,3,2,2,2,6,2,1,,N5-7nin,1,6,2,1,6,female,30_af,30dai,Dai_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kanto,13,NotMarried,NoChild,934
3,3,5,5,3,2,5,4,3,2,1,1,3,1,1,2,3,3,3,3,2,2,2,2,3,3,3,3,3,3,4,,,Isei,,3,4,,,,male,50_bf,50dai,Dai_Sotsu,Unknown,Unknown,,,PC(Windows),Kanto,12,Married,NoChild,935
5,5,6,10,5,0,5,5,5,1,5,5,10,5,5,2,2,2,2,3,1,1,1,1,3,2,2,2,4,1,4,6,6,Isei,N5-7nin,0,4,52,52,6,male,40_af,40dai,Kou_Sotsu,y400-600,y800-1000,5,9,SMA(android),Tohoku,4,NotMarried,NoChild,936
7,4,3,10,5,0,5,0,0,5,0,0,10,0,0,2,3,4,4,4,2,4,2,2,3,1,1,1,4,1,2,,3,Isei,N1nin,1,2,,4,1,female,20_af,20dai,Dai_Sotsu,y0,y400-600,0,5,SMA(android),Kanto,13,Married,Child,937
6,3,5,5,2,0,5,2,0,0,0,0,0,0,0,3,3,3,3,4,2,2,2,3,3,4,4,4,4,4,4,6,9,Isei,N11-15nin,0,4,52,730,13,male,40_af,40dai,Kou_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kanto,11,Married,Child,938
3,3,3,0,0,0,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,3,2,3,3,3,3,3,4,5,,Isei,N16-20nin,1,4,26,,18,male,40_bf,40dai,Dai_Sotsu,y600-800,y600-800,7,7,SMA(iOS_iPhone),Kanto,13,Married,Child,939
8,8,6,5,0,0,5,5,5,1,1,1,10,5,3,3,3,4,4,4,3,2,2,3,4,2,2,2,3,2,4,5,,Isei,N1nin,1,4,26,,1,female,30_bf,30dai,Mas_Shu,y0,y600-800,0,7,SMA(iOS_iPhone),Chubu,24,Married,NoChild,940
7,7,7,3,1,0,4,5,5,6,5,5,4,5,5,3,3,3,3,3,3,2,3,2,3,2,2,2,3,3,,,,,,5,,,,,male,40_af,40dai,Dai_Sotsu,y200-400,y200-400,3,3,Tab(android),Shikoku,36,NotMarried,NoChild,941
8,8,10,10,5,0,5,5,5,5,5,5,10,8,5,1,4,4,4,4,3,2,1,1,3,1,1,1,3,3,4,3,1,Isei,N4-5nin,0,4,4,1,4.5,female,30_bf,30dai,Sen_Sotsu,y0,y200-400,0,3,SMA(android),Kinki,28,Married,Child,942
3,2,2,3,3,0,4,2,0,4,5,0,5,3,1,3,3,2,3,4,3,1,3,2,1,4,2,4,3,4,5,5,,Ryoho,N2-3nin,1,5,26,,2.5,female,20_bf,20dai,Sen_Sotsu,y200-400,y200-400,3,3,PC(Windows),Kyushu,40,NotMarried,NoChild,943
4,4,6,3,1,0,5,5,5,4,5,10,5,3,1,4,3,3,4,3,3,1,2,2,3,2,2,2,3,2,5,4,5,Isei,N4-5nin,0,5,12,26,4.5,female,20_af,20dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(android),Kanto,14,NotMarried,NoChild,944
8,7,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,3,4,3,3,3,3,3,4,4,5,6,3,Isei,N8-10nin,0,5,52,4,9,male,40_bf,40dai,Sen_Sotsu,y1-200,y200-400,1,3,SMA(iOS_iPhone),Hokkaido,1,Married,NoChild,945
2,1,3,0,0,0,5,5,5,5,5,5,10,10,5,3,2,1,3,4,3,2,2,2,3,1,1,1,4,4,4,4,1,Isei,N5-7nin,0,4,12,1,6,male,40_af,40dai,Kou_Sotsu,y200-400,y200-400,3,3,PC(Windows),Chubu,23,NotMarried,NoChild,946
9,6,8,4,2,0,5,5,5,5,5,5,3,2,2,1,3,3,2,4,2,1,2,1,3,3,3,2,4,2,4,6,7,Isei,N11-15nin,0,4,52,130,13,male,20_af,20dai,Sen_Sotsu,y200-400,y200-400,3,3,SMA(android),Tohoku,7,Married,Child,947
5,2,4,10,4,0,10,5,5,0,3,2,10,4,3,3,4,2,4,4,2,2,2,2,4,4,4,3,4,4,3,,4,Isei,N16-20nin,1,3,,12,18,female,20_bf,20dai,Sen_Sotsu,y200-400,y1500-2000,3,17.5,SMA(iOS_iPhone),Kinki,27,NotMarried,NoChild,948
0,1,6,8,3,0,8,6,6,7,8,9,9,7,7,1,2,1,1,4,3,1,1,2,3,2,2,2,3,3,2,,,,,4,2,,,,female,40_bf,40dai,Sen_Sotsu,y1-200,y1-200,1,1,PC(Windows),Kanto,14,NotMarried,NoChild,949
6,4,6,7,2,0,7,5,5,2,5,5,7,6,3,2,2,3,2,3,2,2,3,2,3,3,3,3,3,3,3,6,4,Isei,N2-3nin,0,3,52,12,2.5,male,20_bf,20dai,Sen_Sotsu,y200-400,y200-400,3,3,Tab(android),Chubu,22,NotMarried,NoChild,950
6,5,4,0,0,0,5,5,5,0,5,5,3,10,3,3,4,4,4,4,2,2,2,3,3,2,3,3,3,3,4,,,,,4,4,,,,female,30_af,30dai,Kou_Sotsu,Unknown,Unknown,,,PC(Windows),Kanto,13,NotMarried,NoChild,951
10,8,9,5,5,0,5,5,6,5,5,5,10,10,6,4,3,1,3,4,1,1,1,1,3,1,1,1,4,3,5,6,0,Ryoho,N0nin,0,5,52,0,0,female,20_bf,20dai,Dai_Sotsu,y1-200,y1-200,1,1,SMA(iOS_iPhone),Chubu,21,NotMarried,NoChild,952
10,8,10,0,5,5,0,5,5,10,5,5,0,5,5,4,4,2,4,4,2,1,3,2,3,3,3,2,4,2,,,,Isei,,4,,,,,female,40_bf,40dai,Kou_Sotsu,y1-200,y600-800,1,7,SMA(iOS_iPhone),Kanto,13,Married,Child,953
5,5,6,0,0,0,5,5,5,5,5,5,10,10,5,2,3,4,3,3,3,1,2,2,4,3,3,3,3,3,4,9,,Isei,N2-3nin,1,4,730,,2.5,male,60_bf,60dai,Dai_Sotsu,y1-200,y1-200,1,1,Tab(iOS_iPad),Kinki,28,Married,Child,954
8,8,7,0,0,0,3,5,5,6,4,4,10,5,0,3,3,3,3,4,3,2,2,3,4,3,2,2,4,3,2,,,Isei,,3,2,,,,female,50_bf,50dai,Sen_Sotsu,y0,y600-800,0,7,SMA(android),Kanto,13,Married,Child,955
8,8,5,10,5,0,10,10,10,1,1,1,10,10,5,2,3,3,3,4,2,2,2,2,3,3,3,3,3,3,5,8,3,Isei,N1nin,0,5,365,4,1,male,30_bf,30dai,Dai_Sotsu,y400-600,y400-600,5,5,SMA(android),Chubu,18,Married,Child,956
10,10,2,4,2,0,6,3,0,5,1,0,4,1,0,3,3,3,3,3,3,3,3,3,3,2,2,4,2,2,5,2,0,Hoka,N1nin,0,5,2,0,1,female,30_af,30dai,Dai_Sotsu,y1-200,y400-600,1,5,PC(Windows),Kinki,25,Married,Child,957
6,4,3,10,0,0,10,5,5,0,0,0,10,10,10,3,3,4,3,4,4,2,1,2,3,3,3,3,4,4,,,,,,5,,,,,female,30_bf,30dai,Kou_Sotsu,Unknown,Unknown,,,SMA(android),Kyushu,43,NotMarried,NoChild,958
10,10,10,10,5,0,10,5,5,10,5,5,10,5,5,2,3,3,3,4,1,1,2,2,4,2,2,2,2,2,5,0,6,Isei,N8-10nin,0,5,0,52,9,female,40_bf,40dai,Kou_Chu,y0,y800-1000,0,9,SMA(android),Kyushu,40,Married,Child,959
8,8,5,10,5,0,10,5,2,0,0,0,10,10,5,3,4,4,4,4,1,1,3,3,3,3,2,2,4,4,1,,,Isei,,3,1,,,,female,30_af,30dai,Dai_Sotsu,y0,y800-1000,0,9,SMA(android),Kanto,11,Married,Child,960
5,3,4,1,0,0,1,5,0,0,0,1,7,2,3,3,2,2,3,3,4,2,3,3,3,2,4,2,3,3,5,6,,Isei,N101nin-,1,5,52,,101,male,20_bf,20dai,Kou_Sotsu,Unknown,y400-600,,5,PC(Windows),Chugoku,34,NotMarried,NoChild,961
4,4,4,10,5,0,5,5,5,0,0,0,10,10,5,1,3,3,3,3,2,2,2,2,3,3,3,3,3,3,2,,,Isei,,3,2,,,,male,30_bf,30dai,Dai_Chu,y400-600,y400-600,5,5,PC(Windows),Kyushu,47,NotMarried,NoChild,962
5,5,7,5,5,0,5,5,2,5,5,2,5,5,2,2,3,3,3,3,3,3,2,2,3,2,2,2,3,3,4,0,5,Isei,N4-5nin,0,4,0,26,4.5,female,40_af,40dai,Kou_Sotsu,y200-400,y200-400,3,3,SMA(android),Kinki,27,NotMarried,NoChild,963
